reel_id,reel_url,source_profile,date_added,status,remaining_order,video_name,batch_number,scheduled_date,youtube_video_id
963287676424770,https://www.facebook.com/reel/963287676424770/,https://www.facebook.com/profile.php?id=61585812725679&sk=reels_tab,2026-07-27,remaining,828,,,,
1565258438368563,https://www.facebook.com/reel/1565258438368563/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,829,,,,
1170859477090480,https://www.facebook.com/reel/1170859477090480/,https://web.facebook.com/TheFabrikRestoration/reels/,2026-08-08,remaining,830,,,,
2222440704941100,https://www.facebook.com/reel/2222440704941100/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,831,,,,
2008815039467081,https://www.facebook.com/reel/2008815039467081/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,832,,,,
869914574043463,https://www.facebook.com/reel/869914574043463/,https://web.facebook.com/TheFabrikRestoration/reels/,2026-08-08,remaining,833,,,,
1536772108232752,https://www.facebook.com/reel/1536772108232752/,https://www.facebook.com/profile.php?id=61585812725679&sk=reels_tab,2026-07-27,remaining,834,,,,
1196752168229796,https://www.facebook.com/reel/1196752168229796/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,835,,,,
994585912891562,https://www.facebook.com/reel/994585912891562/,https://www.facebook.com/profile.php?id=61585812725679&sk=reels_tab,2026-07-27,remaining,836,,,,
230948585986817,https://www.facebook.com/reel/230948585986817/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,837,,,,
1292324555348254,https://www.facebook.com/reel/1292324555348254/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,838,,,,
4218013598470163,https://www.facebook.com/reel/4218013598470163/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,839,,,,
1018497557642804,https://www.facebook.com/reel/1018497557642804/,https://www.facebook.com/profile.php?id=61585812725679&sk=reels_tab,2026-07-27,remaining,840,,,,
1458824792038652,https://www.facebook.com/reel/1458824792038652/,https://www.facebook.com/profile.php?id=61585812725679&sk=reels_tab,2026-07-27,remaining,841,,,,
